Date,Value
2019-07-22,188897376400.0
2019-07-21,188940760794.0
2019-07-20,194693813644.0
2019-07-19,188945927500.0
2019-07-18,188408532375.0
2019-07-17,172706565750.0
2019-07-16,171292428544.0
2019-07-15,193012591218.75
2019-07-14,181894670181.0
2019-07-13,197193628875.0
2019-07-12,207355687500.0
2019-07-11,203298403350.0
2019-07-10,213725700000.0
2019-07-09,222895683931.096
2019-07-08,217527868800.0
2019-07-07,204764821181.0
2019-07-06,199242134606.25
2019-07-05,195674469562.0
2019-07-04,209040242612.5
2019-07-03,199938621750.0
2019-07-02,192113595781.0
2019-07-01,182456575437.5
2019-06-30,195009195562.0
2019-06-29,220098425525.0
2019-06-28,219472352169.0
2019-06-27,203599408469.0
2019-06-26,217594222656.25
2019-06-25,209116460500.0
2019-06-24,194752250419.0
2019-06-23,190703378900.0
2019-06-22,188846757812.0
2019-06-21,176113120425.0
2019-06-20,164842477350.0
2019-06-19,162724724325.0
2019-06-18,161871037050.0
2019-06-17,166336959400.0
2019-06-16,158915002031.0
2019-06-15,157037749656.0
2019-06-14,149520848062.5
2019-06-13,146330163719.0
2019-06-12,144812634600.0
2019-06-11,137517642750.0
2019-06-10,140756103562.0
2019-06-09,134599956175.0
2019-06-08,139382739975.0
2019-06-07,141734119381.0
2019-06-06,137078193750.0
2019-06-05,135684239250.0
2019-06-04,135486585062.0
2019-06-03,149742607794.0
2019-06-02,156802069893.75
2019-06-01,152084377812.0
2019-05-31,150835473812.0
2019-05-30,154474867800.0
2019-05-29,154571556675.0
2019-05-28,154030814062.0
2019-05-27,155454608250.0
2019-05-26,152612071475.0
2019-05-25,141844887000.0
2019-05-24,143008315823.722
2019-05-23,139797485625.0
2019-05-22,140672234175.0
2019-05-21,141785357250.0
2019-05-20,141910947600.0
2019-05-19,141407762375.0
2019-05-18,129492309375.0
2019-05-17,127760980169.0
2019-05-16,138973750625.0
2019-05-15,145835666400.0
2019-05-14,140288284812.0
2019-05-13,130860028675.0
2019-05-12,125267241206.0
2019-05-11,122810325619.0
2019-05-10,111180141300.0
2019-05-09,108282432381.0
2019-05-08,104847740950.0
2019-05-07,103752161975.0
2019-05-06,100900769375.0
2019-05-05,101021635156.0
2019-05-04,101695362931.25
2019-05-03,99916531837.5
2019-05-02,95397974950.0
2019-05-01,93647249325.0
2019-04-30,92606001206.2
2019-04-29,90627208100.0
2019-04-28,91541571956.25
2019-04-27,91241618650.0
2019-04-26,90836680025.0
2019-04-25,96468087162.5
2019-04-24,95904244725.0
2019-04-23,97854233312.5
2019-04-22,93956771193.75
2019-04-21,93306985600.0
2019-04-20,93710812250.0
2019-04-19,92753196550.0
2019-04-18,93119509062.5
2019-04-17,92075528612.5
2019-04-16,89485578387.5
2019-04-15,89135880925.0
2019-04-14,89939878050.0
2019-04-13,89219449962.5
2019-04-12,89138857562.5
2019-04-11,88767310500.0
2019-04-10,92048872987.5
2019-04-09,91851477900.0
2019-04-08,92946453362.5
2019-04-07,89040337500.0
2019-04-06,90906789450.0
2019-04-05,88245713625.0
2019-04-04,87760849800.0
2019-04-03,91345578937.5
2019-04-02,84349720325.0
2019-04-01,72761650900.0
2019-03-31,71998078050.0
2019-03-30,71690185125.0
2019-03-29,71975274875.0
2019-03-28,70601571300.0
2019-03-27,70832941593.8
